Company,Date,Close/Last,Volume,Open,High,Low
microsoft,11/11/2022,$247.11,34620250,$242.99,$247.99,$241.93
microsoft,11/10/2022,$242.98,46268020,$235.43,$243.33,$235.00
microsoft,11/09/2022,$224.51,27852910,$227.37,$228.6327,$224.33
microsoft,11/08/2022,$228.87,28192550,$228.70,$231.65,$225.84
microsoft,11/07/2022,$227.87,33497980,$221.99,$228.41,$221.28
microsoft,11/04/2022,$221.39,36789060,$217.55,$221.59,$213.431
microsoft,11/03/2022,$214.25,36633920,$220.09,$220.41,$213.98
microsoft,11/02/2022,$220.10,38407010,$229.46,$231.30,$220.04
microsoft,11/01/2022,$228.17,30592270,$234.60,$235.74,$227.325
microsoft,10/31/2022,$232.13,28357270,$233.76,$234.92,$231.15
microsoft,10/28/2022,$235.87,40647720,$226.24,$236.60,$226.05
microsoft,10/27/2022,$226.75,40424650,$231.04,$233.69,$225.78
microsoft,10/26/2022,$231.32,82684850,$231.17,$238.30,$230.06
microsoft,10/25/2022,$250.66,34775510,$247.26,$251.04,$245.83
microsoft,10/24/2022,$247.25,24911210,$243.76,$247.84,$241.295
microsoft,10/21/2022,$242.12,26299730,$234.74,$243.00,$234.50
microsoft,10/20/2022,$236.15,21811020,$235.77,$241.31,$234.87
microsoft,10/19/2022,$236.48,19985700,$237.04,$239.61,$234.29
microsoft,10/18/2022,$238.50,26329590,$243.24,$243.93,$235.37
microsoft,10/17/2022,$237.53,28142270,$235.82,$238.96,$235.135
microsoft,10/14/2022,$228.56,30198590,$235.54,$237.24,$228.34
microsoft,10/13/2022,$234.24,42551820,$219.85,$236.10,$219.13
microsoft,10/12/2022,$225.75,21903940,$225.40,$227.86,$223.96
microsoft,10/11/2022,$225.41,30473950,$227.62,$229.06,$224.11
microsoft,10/10/2022,$229.25,29743610,$233.05,$234.559,$226.73
microsoft,10/07/2022,$234.24,37769600,$240.902,$241.32,$233.17
microsoft,10/06/2022,$246.79,20239890,$247.93,$250.34,$246.08
microsoft,10/05/2022,$249.20,20347140,$245.99,$250.58,$244.10
microsoft,10/04/2022,$248.88,34888420,$245.09,$250.36,$244.975
microsoft,10/03/2022,$240.74,28880360,$235.41,$241.61,$234.66
microsoft,09/30/2022,$232.90,35694830,$238.29,$240.54,$232.73
microsoft,09/29/2022,$237.50,27484230,$238.89,$239.95,$234.41
microsoft,09/28/2022,$241.07,29029680,$236.81,$242.33,$234.73
microsoft,09/27/2022,$236.41,27018730,$239.98,$241.80,$234.50
microsoft,09/26/2022,$237.45,27694190,$237.045,$241.45,$236.90
microsoft,09/23/2022,$237.92,34176050,$239.54,$241.13,$235.20
microsoft,09/22/2022,$240.98,31061160,$237.87,$243.86,$237.57
microsoft,09/21/2022,$238.95,28625560,$244.27,$247.66,$238.90
microsoft,09/20/2022,$242.45,26660300,$242.065,$243.51,$239.64
microsoft,09/19/2022,$244.52,26826930,$242.465,$245.14,$240.85
microsoft,09/16/2022,$244.74,39791770,$244.26,$245.30,$242.0627
microsoft,09/15/2022,$245.38,31530950,$249.77,$251.40,$244.02
microsoft,09/14/2022,$252.22,23912950,$253.53,$254.23,$249.86
microsoft,09/13/2022,$251.99,33353320,$258.84,$260.40,$251.59
microsoft,09/12/2022,$266.65,18747690,$265.78,$267.45,$265.16
microsoft,09/09/2022,$264.46,22093190,$260.50,$265.23,$260.29
microsoft,09/08/2022,$258.52,20319910,$257.51,$260.43,$254.79
microsoft,09/07/2022,$258.09,24126700,$254.70,$258.83,$253.22
microsoft,09/06/2022,$253.25,21328240,$256.20,$257.83,$251.94
microsoft,09/02/2022,$256.06,22855380,$261.695,$264.74,$254.47
microsoft,09/01/2022,$260.40,23263430,$258.87,$260.89,$255.41
microsoft,08/31/2022,$261.47,24791830,$265.39,$267.11,$261.33
microsoft,08/30/2022,$262.97,22767070,$266.67,$267.05,$260.66
microsoft,08/29/2022,$265.23,20338540,$265.85,$267.40,$263.85
microsoft,08/26/2022,$268.09,27549310,$279.08,$280.34,$267.98
microsoft,08/25/2022,$278.85,16583410,$277.33,$279.02,$274.52
microsoft,08/24/2022,$275.79,18137020,$275.41,$277.23,$275.11
microsoft,08/23/2022,$276.44,17527410,$276.44,$278.86,$275.40
microsoft,08/22/2022,$277.75,25061070,$282.08,$282.46,$277.22
microsoft,08/19/2022,$286.15,20570030,$288.90,$289.25,$285.56
microsoft,08/18/2022,$290.17,17186190,$290.189,$291.91,$289.08
microsoft,08/17/2022,$291.32,18253360,$289.74,$293.35,$289.47
microsoft,08/16/2022,$292.71,18102880,$291.99,$294.04,$290.42
microsoft,08/15/2022,$293.47,18085650,$291.00,$294.18,$290.11
microsoft,08/12/2022,$291.91,22619680,$288.48,$291.91,$286.94
microsoft,08/11/2022,$287.02,20065940,$290.85,$291.21,$286.51
microsoft,08/10/2022,$289.16,24687850,$288.17,$289.81,$286.94
microsoft,08/09/2022,$282.30,23405240,$279.64,$283.08,$277.61
microsoft,08/08/2022,$280.32,18757820,$284.05,$285.92,$279.32
microsoft,08/05/2022,$282.91,16774610,$279.15,$283.65,$278.68
microsoft,08/04/2022,$283.65,18098670,$281.80,$283.80,$280.1677
microsoft,08/03/2022,$282.47,23518870,$276.76,$283.50,$276.61
microsoft,08/02/2022,$274.82,22754180,$276.00,$277.89,$272.38
microsoft,08/01/2022,$278.01,21539580,$277.82,$281.28,$275.84
microsoft,07/29/2022,$280.74,32152750,$277.70,$282.00,$276.63
microsoft,07/28/2022,$276.41,33459330,$269.75,$277.84,$267.87
microsoft,07/27/2022,$268.74,45994050,$261.16,$270.05,$258.85
microsoft,07/26/2022,$251.90,39347960,$259.86,$259.88,$249.57
microsoft,07/25/2022,$258.83,21056000,$260.995,$261.50,$256.81
microsoft,07/22/2022,$260.36,21881290,$265.24,$265.33,$259.07
microsoft,07/21/2022,$264.84,22404680,$259.79,$264.89,$257.03
microsoft,07/20/2022,$262.27,22788280,$259.90,$264.87,$258.91
microsoft,07/19/2022,$259.53,25012560,$257.575,$259.72,$253.68
microsoft,07/18/2022,$254.25,20975030,$259.75,$260.84,$253.30
microsoft,07/15/2022,$256.72,29774050,$255.72,$260.3699,$254.7727
microsoft,07/14/2022,$254.08,25102820,$250.57,$255.1374,$245.94
microsoft,07/13/2022,$252.72,29497420,$250.19,$253.55,$248.11
microsoft,07/12/2022,$253.67,35868450,$265.88,$265.94,$252.04
microsoft,07/11/2022,$264.51,19519110,$265.65,$266.53,$262.18
microsoft,07/08/2022,$267.66,19658750,$264.79,$268.10,$263.285
microsoft,07/07/2022,$268.40,20859870,$265.12,$269.055,$265.02
microsoft,07/06/2022,$266.21,23824420,$263.75,$267.99,$262.40
microsoft,07/05/2022,$262.85,22971630,$256.16,$262.98,$254.74
microsoft,07/01/2022,$259.58,22837690,$256.39,$259.77,$254.61
microsoft,06/30/2022,$256.83,31730870,$257.05,$259.53,$252.90
microsoft,06/29/2022,$260.26,20069840,$257.59,$261.97,$255.76
microsoft,06/28/2022,$256.48,27380250,$263.98,$266.91,$256.32
microsoft,06/27/2022,$264.89,24615110,$268.205,$268.30,$263.28
microsoft,06/24/2022,$267.70,33923230,$261.808,$267.98,$261.72
microsoft,06/23/2022,$258.86,25861450,$255.57,$259.37,$253.63
microsoft,06/22/2022,$253.13,25961220,$251.89,$257.17,$250.37
microsoft,06/21/2022,$253.74,29928300,$250.255,$254.75,$249.51
microsoft,06/17/2022,$247.65,43084780,$244.70,$250.50,$244.03
microsoft,06/16/2022,$244.97,33169160,$245.98,$247.4174,$243.02
microsoft,06/15/2022,$251.76,33111730,$248.31,$255.30,$246.42
microsoft,06/14/2022,$244.49,28651490,$243.86,$245.74,$241.51
microsoft,06/13/2022,$242.26,46135790,$245.11,$249.0242,$241.53
microsoft,06/10/2022,$252.99,31445840,$260.58,$260.58,$252.53
microsoft,06/09/2022,$264.79,26439730,$267.78,$272.7081,$264.63
microsoft,06/08/2022,$270.41,17372340,$271.71,$273.00,$269.61
microsoft,06/07/2022,$272.50,22860680,$266.635,$273.13,$265.94
microsoft,06/06/2022,$268.75,22400340,$272.06,$274.18,$267.22
microsoft,06/03/2022,$270.02,28058960,$270.31,$273.45,$268.41
microsoft,06/02/2022,$274.58,44008210,$264.45,$274.65,$261.60
microsoft,06/01/2022,$272.42,25292170,$275.195,$277.69,$270.04
microsoft,05/31/2022,$271.87,37827700,$272.53,$274.77,$268.93
microsoft,05/27/2022,$273.24,26910810,$268.48,$273.34,$267.56
microsoft,05/26/2022,$265.90,25002110,$262.27,$267.11,$261.4294
microsoft,05/25/2022,$262.52,28547950,$258.14,$264.58,$257.125
microsoft,05/24/2022,$259.62,29043900,$257.89,$261.33,$253.50
microsoft,05/23/2022,$260.65,33175380,$255.49,$261.50,$253.43
microsoft,05/20/2022,$252.56,39199280,$257.24,$258.54,$246.44
microsoft,05/19/2022,$253.14,32692290,$253.90,$257.67,$251.88
microsoft,05/18/2022,$254.08,31355990,$263.00,$263.60,$252.77
microsoft,05/17/2022,$266.82,28828800,$266.11,$268.33,$262.46
microsoft,05/16/2022,$261.50,32550930,$259.955,$265.82,$255.78
microsoft,05/13/2022,$261.12,34925090,$257.35,$263.04,$255.35
microsoft,05/12/2022,$255.35,51033800,$257.69,$259.88,$250.02
microsoft,05/11/2022,$260.55,48975900,$265.68,$271.36,$259.30
microsoft,05/10/2022,$269.50,39336420,$271.69,$273.75,$265.07
microsoft,05/09/2022,$264.58,47725950,$270.06,$272.36,$263.32
microsoft,05/06/2022,$274.73,37780320,$274.805,$279.25,$271.27
microsoft,05/05/2022,$277.35,43260390,$285.54,$286.35,$274.34
microsoft,05/04/2022,$289.98,33599320,$282.59,$290.88,$276.73
microsoft,05/03/2022,$281.78,25978610,$283.96,$284.13,$280.15
microsoft,05/02/2022,$284.47,35151110,$277.71,$284.94,$276.22
microsoft,04/29/2022,$277.52,37073920,$288.61,$289.88,$276.50
microsoft,04/28/2022,$289.63,33646570,$285.185,$290.98,$281.4562
microsoft,04/27/2022,$283.22,63477690,$282.10,$290.97,$279.16
microsoft,04/26/2022,$270.22,46518450,$277.50,$278.3599,$270.00
microsoft,04/25/2022,$280.72,35678850,$273.29,$281.11,$270.77
microsoft,04/22/2022,$274.03,29405800,$281.68,$283.20,$273.38
microsoft,04/21/2022,$280.81,29454590,$288.58,$293.30,$280.06
microsoft,04/20/2022,$286.36,22906670,$289.40,$289.70,$285.3702
microsoft,04/19/2022,$285.30,22297720,$279.38,$286.17,$278.41
microsoft,04/18/2022,$280.52,20778000,$278.91,$282.46,$278.34
microsoft,04/14/2022,$279.83,28221610,$288.09,$288.305,$279.32
microsoft,04/13/2022,$287.62,21907180,$282.73,$288.58,$281.30
microsoft,04/12/2022,$282.06,30966720,$289.235,$290.739,$280.49
microsoft,04/11/2022,$285.26,34569260,$291.79,$292.61,$285.00
microsoft,04/08/2022,$296.97,24361920,$300.44,$301.12,$296.28
microsoft,04/07/2022,$301.37,31411160,$296.66,$303.65,$296.35
microsoft,04/06/2022,$299.50,40110370,$305.19,$307.00,$296.71
microsoft,04/05/2022,$310.88,23156720,$313.27,$314.865,$309.87
microsoft,04/04/2022,$314.97,24335870,$310.09,$315.11,$309.71
microsoft,04/01/2022,$309.42,27110530,$309.37,$310.13,$305.54
microsoft,03/31/2022,$308.31,33422070,$313.90,$315.14,$307.89
microsoft,03/30/2022,$313.86,28163560,$313.76,$315.95,$311.58
microsoft,03/29/2022,$315.41,30393400,$313.91,$315.82,$309.05
microsoft,03/28/2022,$310.70,29578190,$304.33,$310.80,$304.33
microsoft,03/25/2022,$303.68,22566450,$305.23,$305.50,$299.2855
microsoft,03/24/2022,$304.10,24484460,$299.14,$304.20,$298.315
microsoft,03/23/2022,$299.49,25715380,$300.51,$303.23,$297.7201
microsoft,03/22/2022,$304.06,27599690,$299.80,$305.00,$298.77
microsoft,03/21/2022,$299.16,28351250,$298.89,$300.14,$294.90
microsoft,03/18/2022,$300.43,43390630,$295.37,$301.00,$292.73
microsoft,03/17/2022,$295.22,30816630,$293.29,$295.61,$289.37
microsoft,03/16/2022,$294.39,37826330,$289.11,$294.57,$283.20
microsoft,03/15/2022,$287.15,34245090,$280.35,$287.82,$278.725
microsoft,03/14/2022,$276.44,30660750,$280.34,$285.3992,$275.82
microsoft,03/11/2022,$280.07,27209330,$287.96,$289.51,$279.43
microsoft,03/10/2022,$285.59,30628010,$283.02,$286.60,$280.58
microsoft,03/09/2022,$288.50,35204480,$283.44,$289.60,$280.78
microsoft,03/08/2022,$275.85,48159480,$277.80,$283.96,$270.00
microsoft,03/07/2022,$278.91,43157180,$288.53,$289.69,$278.53
microsoft,03/04/2022,$289.86,32369660,$294.29,$295.66,$287.165
microsoft,03/03/2022,$295.92,27314470,$302.89,$303.13,$294.05
microsoft,03/02/2022,$300.19,31873010,$295.36,$301.47,$293.698
microsoft,03/01/2022,$294.95,31217780,$296.40,$299.97,$292.15
microsoft,02/28/2022,$298.79,34627460,$294.31,$299.14,$293.00
microsoft,02/25/2022,$297.31,32546720,$295.14,$297.63,$291.655
microsoft,02/24/2022,$294.59,56989690,$272.51,$295.16,$271.52
microsoft,02/23/2022,$280.27,37811170,$290.18,$291.70,$280.10
microsoft,02/22/2022,$287.72,41736120,$285.00,$291.54,$284.50
microsoft,02/18/2022,$287.93,34264010,$293.05,$293.86,$286.305
microsoft,02/17/2022,$290.73,32461580,$296.36,$296.80,$290.00
microsoft,02/16/2022,$299.50,29982120,$298.365,$300.87,$293.68
microsoft,02/15/2022,$300.47,27379490,$300.008,$300.80,$297.02
microsoft,02/14/2022,$295.00,36359490,$293.77,$296.76,$291.35
microsoft,02/11/2022,$295.04,39175620,$303.19,$304.29,$294.22
microsoft,02/10/2022,$302.38,45386200,$304.04,$309.12,$300.70
microsoft,02/09/2022,$311.21,31284670,$309.865,$311.93,$307.39
microsoft,02/08/2022,$304.56,32421190,$301.25,$305.561,$299.95
microsoft,02/07/2022,$300.95,28533290,$306.17,$307.84,$299.90
microsoft,02/04/2022,$305.94,35096490,$300.21,$308.80,$299.97
microsoft,02/03/2022,$301.25,43729970,$309.49,$311.23,$299.96
microsoft,02/02/2022,$313.46,36635990,$309.63,$315.12,$308.88
microsoft,02/01/2022,$308.76,40950400,$310.41,$310.63,$305.1293
microsoft,01/31/2022,$310.98,46444540,$308.95,$312.38,$306.37
microsoft,01/28/2022,$308.26,49743700,$300.23,$308.48,$294.45
microsoft,01/27/2022,$299.84,53481320,$302.66,$307.30,$297.93
microsoft,01/26/2022,$296.71,90428850,$307.985,$308.50,$293.03
microsoft,01/25/2022,$288.49,72848640,$291.52,$294.99,$285.17
microsoft,01/24/2022,$296.37,86035390,$292.20,$297.11,$276.05
microsoft,01/21/2022,$296.03,57984400,$302.685,$304.11,$295.61
microsoft,01/20/2022,$301.60,35380680,$309.07,$311.6494,$301.14
microsoft,01/19/2022,$303.33,45933860,$306.29,$313.9093,$302.70
microsoft,01/18/2022,$302.65,42434110,$304.07,$309.80,$301.74
microsoft,01/14/2022,$310.20,39846410,$304.25,$310.82,$303.75
microsoft,01/13/2022,$304.80,45365980,$320.466,$320.88,$304.00
microsoft,01/12/2022,$318.27,34372220,$319.67,$323.41,$317.08
microsoft,01/11/2022,$314.98,29386770,$313.38,$316.61,$309.89
microsoft,01/10/2022,$314.27,44289470,$309.485,$314.72,$304.69
microsoft,01/07/2022,$314.04,32720020,$314.15,$316.50,$310.09
microsoft,01/06/2022,$313.88,39646150,$313.15,$318.70,$311.49
microsoft,01/05/2022,$316.38,40054330,$325.86,$326.07,$315.98
microsoft,01/04/2022,$329.01,32674310,$334.83,$335.20,$326.12
microsoft,01/03/2022,$334.75,28918010,$335.35,$338.00,$329.78
microsoft,12/31/2021,$336.32,18000800,$338.51,$339.355,$335.85
microsoft,12/30/2021,$339.32,15994470,$341.91,$343.13,$338.82
microsoft,12/29/2021,$341.95,15041960,$341.30,$344.30,$339.68
microsoft,12/28/2021,$341.25,15661470,$343.15,$343.81,$340.32
microsoft,12/27/2021,$342.45,19947030,$335.46,$342.48,$335.43
microsoft,12/23/2021,$334.69,19617850,$332.75,$336.39,$332.73
microsoft,12/22/2021,$333.20,24831490,$328.30,$333.605,$325.75
microsoft,12/21/2021,$327.29,24740600,$323.29,$327.73,$319.80
microsoft,12/20/2021,$319.91,28326530,$320.05,$322.80,$317.57
microsoft,12/17/2021,$323.80,47983710,$320.88,$324.92,$317.25
microsoft,12/16/2021,$324.90,35034830,$335.71,$336.76,$323.02
microsoft,12/15/2021,$334.65,35381120,$328.61,$335.19,$324.50
microsoft,12/14/2021,$328.34,44438700,$333.22,$334.64,$324.11
microsoft,12/13/2021,$339.40,28899430,$340.68,$343.79,$339.08
microsoft,12/10/2021,$342.54,38095690,$334.98,$343.00,$334.79
microsoft,12/09/2021,$333.10,22214160,$334.41,$336.489,$332.12
microsoft,12/08/2021,$334.97,24760990,$335.31,$335.50,$330.80
microsoft,12/07/2021,$334.92,31021940,$331.64,$335.80,$330.10
microsoft,12/06/2021,$326.19,30032560,$323.95,$327.45,$319.23
microsoft,12/03/2021,$323.01,41779280,$331.99,$332.70,$318.03
microsoft,12/02/2021,$329.49,30765980,$330.30,$333.49,$327.8028
microsoft,12/01/2021,$330.08,33401150,$335.13,$339.28,$329.39
microsoft,11/30/2021,$330.59,42885610,$335.32,$337.78,$328.99
microsoft,11/29/2021,$336.63,28563480,$334.94,$339.03,$334.74
microsoft,11/26/2021,$329.68,24217240,$334.35,$337.93,$328.12
microsoft,11/24/2021,$337.91,21661310,$336.28,$338.16,$333.911
microsoft,11/23/2021,$337.68,30427560,$337.05,$339.45,$333.56
microsoft,11/22/2021,$339.83,31031110,$344.62,$349.67,$339.55
microsoft,11/19/2021,$343.11,21963400,$342.64,$345.10,$342.20
microsoft,11/18/2021,$341.27,22463530,$338.18,$342.45,$337.12
microsoft,11/17/2021,$339.12,19053380,$338.94,$342.19,$338.00
microsoft,11/16/2021,$339.51,20886830,$335.68,$340.67,$335.51
microsoft,11/15/2021,$336.07,16723010,$337.54,$337.88,$334.034
microsoft,11/12/2021,$336.72,23831050,$333.92,$337.23,$333.79
microsoft,11/11/2021,$332.43,16849840,$331.25,$333.7746,$330.51
microsoft,11/10/2021,$330.80,25500940,$334.57,$334.6303,$329.92
microsoft,11/09/2021,$335.95,21307370,$337.107,$338.72,$334.53
microsoft,11/08/2021,$336.99,20897000,$337.30,$337.65,$334.44
microsoft,11/05/2021,$336.06,22570100,$338.51,$338.79,$334.4217
microsoft,11/04/2021,$336.44,23992200,$332.89,$336.54,$329.51
microsoft,11/03/2021,$334.00,21500080,$333.90,$334.90,$330.65
microsoft,11/02/2021,$333.13,26487110,$330.31,$333.45,$330.00
microsoft,11/01/2021,$329.37,27073180,$331.355,$331.49,$326.37
microsoft,10/29/2021,$331.62,34765980,$324.13,$332.00,$323.90
microsoft,10/28/2021,$324.35,26297940,$324.325,$324.87,$321.3601
microsoft,10/27/2021,$323.17,52588690,$316.00,$326.0973,$316.00
microsoft,10/26/2021,$310.11,28107350,$311.00,$312.395,$308.5967
microsoft,10/25/2021,$308.13,17554470,$309.36,$309.40,$306.46
microsoft,10/22/2021,$309.16,17449330,$310.40,$311.09,$307.80
microsoft,10/21/2021,$310.76,16918100,$307.17,$311.02,$306.36
microsoft,10/20/2021,$307.41,16537070,$309.21,$309.70,$306.11
microsoft,10/19/2021,$308.23,17682140,$308.348,$309.30,$307.22
microsoft,10/18/2021,$307.29,22729300,$303.57,$308.21,$302.69
microsoft,10/15/2021,$304.21,25384800,$302.34,$304.45,$300.5191
microsoft,10/14/2021,$302.75,27262900,$299.21,$303.27,$297.83
microsoft,10/13/2021,$296.31,23424030,$294.91,$297.28,$293.49
microsoft,10/12/2021,$292.88,17974140,$295.34,$295.44,$292.35
microsoft,10/11/2021,$294.23,19298630,$292.92,$297.97,$292.745
microsoft,10/08/2021,$294.85,17685700,$296.219,$296.6409,$293.76
microsoft,10/07/2021,$294.85,20430470,$295.175,$296.64,$293.92
microsoft,10/06/2021,$293.11,28002560,$285.78,$293.63,$285.5093
microsoft,10/05/2021,$288.76,24993020,$284.0464,$290.398,$284.0464
microsoft,10/04/2021,$283.11,31350750,$287.40,$287.75,$280.25
microsoft,10/01/2021,$289.10,30086280,$282.122,$289.98,$281.29
microsoft,09/30/2021,$281.92,32343640,$285.71,$287.83,$281.62
microsoft,09/29/2021,$284.00,26353700,$285.10,$286.77,$283.01
microsoft,09/28/2021,$283.52,43186240,$289.795,$290.78,$282.75
microsoft,09/27/2021,$294.17,23571740,$296.14,$296.47,$292.9449
microsoft,09/24/2021,$299.35,14998980,$298.23,$299.80,$296.93
microsoft,09/23/2021,$299.56,18604600,$298.845,$300.90,$297.5339
microsoft,09/22/2021,$298.58,26626340,$296.725,$300.22,$294.51
microsoft,09/21/2021,$294.80,22364100,$295.69,$297.54,$294.07
microsoft,09/20/2021,$294.30,38278660,$296.33,$298.72,$289.52
microsoft,09/17/2021,$299.87,41372460,$304.17,$304.50,$299.53
microsoft,09/16/2021,$305.22,19550820,$303.76,$305.31,$300.76
microsoft,09/15/2021,$304.82,28356300,$303.26,$305.32,$301.82
microsoft,09/14/2021,$299.79,21853430,$299.56,$301.39,$298.10
microsoft,09/13/2021,$296.99,23652950,$297.55,$298.54,$294.08
microsoft,09/10/2021,$295.71,19633360,$298.415,$299.92,$295.38
microsoft,09/09/2021,$297.25,19927000,$300.82,$302.14,$297.00
microsoft,09/08/2021,$300.21,15046820,$299.78,$300.61,$297.4651
microsoft,09/07/2021,$300.18,17184080,$301.005,$301.09,$298.20
microsoft,09/03/2021,$301.14,14751610,$300.99,$302.60,$300.26
microsoft,09/02/2021,$301.15,16290550,$302.20,$303.3602,$300.18
microsoft,09/01/2021,$301.83,18983830,$302.865,$305.19,$301.49
microsoft,08/31/2021,$301.88,26285340,$304.42,$304.50,$301.50
microsoft,08/30/2021,$303.59,16348070,$301.115,$304.22,$301.06
microsoft,08/27/2021,$299.72,22605730,$298.987,$300.87,$296.83
microsoft,08/26/2021,$299.09,17666080,$300.99,$302.429,$298.95
microsoft,08/25/2021,$302.01,20006060,$304.30,$304.59,$300.42
microsoft,08/24/2021,$302.62,18175770,$305.02,$305.65,$302.0035
microsoft,08/23/2021,$304.65,22830160,$303.245,$305.40,$301.85
microsoft,08/20/2021,$304.36,40817650,$299.72,$305.84,$298.06
microsoft,08/19/2021,$296.77,29850460,$288.694,$297.47,$288.64
microsoft,08/18/2021,$290.73,21812990,$292.04,$294.82,$290.27
microsoft,08/17/2021,$293.08,20075250,$292.39,$293.43,$291.08
microsoft,08/16/2021,$294.60,22516030,$293.19,$294.82,$290.02
microsoft,08/13/2021,$292.85,18249050,$289.48,$292.90,$289.30
microsoft,08/12/2021,$289.81,14570390,$286.63,$289.97,$286.34
microsoft,08/11/2021,$286.95,13955930,$287.21,$288.66,$285.86
microsoft,08/10/2021,$286.44,18616580,$288.80,$289.25,$285.20
microsoft,08/09/2021,$288.33,16117630,$289.75,$291.55,$287.81
microsoft,08/06/2021,$289.46,16589340,$288.505,$289.50,$287.6238
microsoft,08/05/2021,$289.52,13900170,$286.88,$289.63,$286.10
microsoft,08/04/2021,$286.51,16191300,$286.22,$287.5883,$284.65
microsoft,08/03/2021,$287.12,17879050,$285.42,$287.23,$284.00
microsoft,08/02/2021,$284.82,16267360,$286.36,$286.775,$283.74
microsoft,07/30/2021,$284.91,20944850,$285.17,$286.66,$283.91
microsoft,07/29/2021,$286.50,18168290,$286.235,$288.618,$286.08
microsoft,07/28/2021,$286.22,33566850,$288.99,$290.15,$283.8303
microsoft,07/27/2021,$286.54,33604070,$289.43,$289.575,$282.95
microsoft,07/26/2021,$289.05,23176070,$289.00,$289.69,$286.642
microsoft,07/23/2021,$289.67,22768070,$287.37,$289.99,$286.50
microsoft,07/22/2021,$286.14,23384060,$283.84,$286.42,$283.42
microsoft,07/21/2021,$281.40,24364320,$278.905,$281.52,$277.29
microsoft,07/20/2021,$279.32,26259740,$278.03,$280.97,$276.26
microsoft,07/19/2021,$277.01,32935630,$278.934,$280.37,$274.45
